K_default,Recycle_Rate
1,0.12105263157894737
1,0.13631578947368422
1,0.13
1,0.1394736842105263
1,0.12894736842105264
1,0.14052631578947367
1,0.13
1,0.1436842105263158
1,0.13421052631578947
1,0.13999999999999999
1,0.1336842105263158
1,0.1284210526315789
1,0.15052631578947367
1,0.12421052631578948
1,0.13157894736842105
1,0.11736842105263157
1,0.11947368421052629
1,0.14789473684210525
1,0.1336842105263158
1,0.1473684210526316
1,0.13526315789473684
1,0.14578947368421052
1,0.13789473684210526
1,0.1331578947368421
1,0.13526315789473684
1,0.13263157894736843
1,0.13894736842105265
1,0.13578947368421052
1,0.14473684210526314
1,0.13999999999999999
1,0.13105263157894737
1,0.1257894736842105
1,0.13842105263157894
1,0.14052631578947367
1,0.12263157894736842
1,0.11999999999999997
1,0.13105263157894737
1,0.11947368421052632
1,0.13421052631578947
1,0.15526315789473685
1,0.14526315789473684
1,0.11789473684210527
1,0.13999999999999999
1,0.13578947368421052
1,0.1368421052631579
1,0.1257894736842105
1,0.12894736842105264
1,0.1368421052631579
1,0.12052631578947366
1,0.14842105263157895
1,0.13947368421052633
1,0.1352631578947368
1,0.12157894736842105
1,0.14052631578947367
1,0.1326315789473684
1,0.13789473684210526
1,0.12368421052631577
1,0.1394736842105263
1,0.13157894736842105
1,0.13842105263157894
1,0.12842105263157894
1,0.13578947368421052
1,0.15105263157894738
1,0.12789473684210526
1,0.12736842105263158
1,0.12368421052631577
1,0.11894736842105262
1,0.14578947368421055
1,0.14210526315789473
1,0.14947368421052634
1,0.14210526315789473
1,0.15210526315789474
1,0.13157894736842105
1,0.11842105263157894
1,0.14157894736842105
1,0.12157894736842104
1,0.12894736842105262
1,0.1431578947368421
1,0.1494736842105263
1,0.1436842105263158
1,0.1352631578947368
1,0.12894736842105264
1,0.14210526315789473
1,0.1426315789473684
1,0.1226315789473684
1,0.14157894736842108
1,0.12894736842105262
1,0.12526315789473685
1,0.13578947368421052
1,0.14947368421052631
1,0.15526315789473683
1,0.1168421052631579
1,0.14210526315789476
1,0.13999999999999999
1,0.14473684210526316
1,0.13157894736842107
1,0.12421052631578947
1,0.1326315789473684
1,0.12052631578947368
1,0.12789473684210523
2,0.21157894736842103
2,0.22315789473684208
2,0.20789473684210522
2,0.22157894736842104
2,0.20157894736842108
2,0.21368421052631578
2,0.21894736842105264
2,0.2
2,0.21315789473684207
2,0.22000000000000003
2,0.22263157894736843
2,0.22210526315789472
2,0.21947368421052632
2,0.19210526315789472
2,0.22000000000000003
2,0.20473684210526316
2,0.20684210526315788
2,0.22578947368421054
2,0.2094736842105263
2,0.22315789473684214
2,0.20842105263157898
2,0.22105263157894733
2,0.20368421052631583
2,0.18631578947368416
2,0.22631578947368425
2,0.2142105263157895
2,0.21473684210526317
2,0.21947368421052632
2,0.22157894736842104
2,0.2263157894736842
2,0.20789473684210527
2,0.2142105263157895
2,0.23157894736842102
2,0.21894736842105264
2,0.22157894736842104
2,0.2168421052631579
2,0.20578947368421047
2,0.20578947368421052
2,0.20842105263157892
2,0.22000000000000003
2,0.21578947368421053
2,0.19894736842105265
2,0.22999999999999998
2,0.21526315789473688
2,0.21473684210526317
2,0.23263157894736838
2,0.20684210526315785
2,0.18789473684210525
2,0.20368421052631577
2,0.21578947368421053
2,0.21578947368421048
2,0.21999999999999997
2,0.20473684210526316
2,0.20473684210526316
2,0.20368421052631577
2,0.21947368421052632
2,0.21263157894736842
2,0.22578947368421048
2,0.21210526315789474
2,0.19842105263157891
2,0.23105263157894734
2,0.21789473684210528
2,0.21526315789473688
2,0.19947368421052633
2,0.22052631578947368
2,0.20894736842105263
2,0.21473684210526317
2,0.22368421052631576
2,0.20684210526315785
2,0.22842105263157894
2,0.22052631578947368
2,0.2305263157894737
2,0.21947368421052635
2,0.1931578947368421
2,0.22263157894736837
2,0.20578947368421058
2,0.20894736842105263
2,0.20421052631578948
2,0.21263157894736837
2,0.21052631578947367
2,0.21052631578947367
2,0.21473684210526317
2,0.22947368421052633
2,0.21263157894736842
2,0.20578947368421058
2,0.21736842105263152
2,0.21473684210526317
2,0.2094736842105263
2,0.2021052631578947
2,0.23210526315789473
2,0.22789473684210523
2,0.19736842105263158
2,0.22894736842105265
2,0.22421052631578947
2,0.22157894736842101
2,0.21789473684210522
2,0.21157894736842103
2,0.19789473684210526
2,0.20631578947368423
2,0.21999999999999997
3,0.3057894736842105
3,0.3026315789473685
3,0.28473684210526323
3,0.2784210526315789
3,0.30368421052631583
3,0.29105263157894734
3,0.29157894736842105
3,0.2957894736842105
3,0.3157894736842105
3,0.29263157894736835
3,0.3084210526315789
3,0.30105263157894735
3,0.2889473684210526
3,0.2894736842105264
3,0.2884210526315789
3,0.30894736842105264
3,0.2957894736842105
3,0.2968421052631579
3,0.2810526315789474
3,0.3184210526315789
3,0.3068421052631579
3,0.29684210526315785
3,0.29684210526315785
3,0.26315789473684204
3,0.29736842105263156
3,0.28578947368421054
3,0.31421052631578944
3,0.3168421052631578
3,0.313157894736842
3,0.30526315789473685
3,0.2784210526315789
3,0.2873684210526316
3,0.3263157894736842
3,0.2947368421052632
3,0.2994736842105262
3,0.28894736842105273
3,0.2894736842105264
3,0.30999999999999994
3,0.3136842105263158
3,0.32473684210526316
3,0.30894736842105264
3,0.2894736842105263
3,0.29631578947368425
3,0.32210526315789473
3,0.3168421052631579
3,0.31315789473684214
3,0.29473684210526313
3,0.29
3,0.29894736842105263
3,0.3
4,0.3768421052631579
4,0.3705263157894737
4,0.37157894736842106
4,0.37263157894736837
4,0.37631578947368416
4,0.3994736842105263
4,0.3878947368421053
4,0.3715789473684211
4,0.40210526315789485
4,0.3952631578947368
4,0.3794736842105263
4,0.38736842105263164
4,0.3757894736842105
4,0.3678947368421052
4,0.3842105263157895
4,0.38315789473684214
4,0.373157894736842
4,0.40368421052631576
4,0.39263157894736833
4,0.4036842105263158
4,0.4010526315789473
4,0.398421052631579
4,0.3921052631578948
4,0.3642105263157895
4,0.3568421052631579
4,0.38789473684210524
4,0.4131578947368421
4,0.40736842105263155
4,0.3815789473684211
4,0.3868421052631579
4,0.36263157894736847
4,0.3526315789473683
4,0.39631578947368423
4,0.3910526315789474
4,0.39210526315789473
4,0.37315789473684213
4,0.3673684210526316
4,0.38368421052631574
4,0.40105263157894744
4,0.41263157894736846
4,0.3863157894736842
4,0.37000000000000005
4,0.39736842105263154
4,0.40315789473684205
4,0.3942105263157895
4,0.39894736842105266
4,0.3973684210526315
4,0.38368421052631585
4,0.3773684210526315
4,0.3931578947368421
4,0.38736842105263153
4,0.38210526315789467
4,0.38
4,0.36210526315789476
4,0.3794736842105263
4,0.3984210526315789
4,0.39789473684210525
4,0.37368421052631573
4,0.3994736842105263
4,0.41000000000000003
4,0.38842105263157894
4,0.3884210526315789
4,0.37263157894736837
4,0.3905263157894737
4,0.39789473684210525
4,0.3789473684210526
4,0.36894736842105263
4,0.39210526315789473
4,0.3763157894736842
4,0.3942105263157894
4,0.38
4,0.38526315789473686
4,0.38368421052631574
4,0.36789473684210533
4,0.36263157894736847
4,0.3573684210526315
4,0.38999999999999996
4,0.39947368421052626
4,0.3778947368421052
4,0.4005263157894737
4,0.36315789473684207
4,0.38421052631578945
4,0.4010526315789473
4,0.4068421052631578
4,0.3852631578947368
4,0.361578947368421
4,0.3789473684210526
4,0.39052631578947367
4,0.39421052631578946
4,0.40210526315789485
4,0.4052631578947368
4,0.37263157894736837
4,0.37315789473684213
4,0.3794736842105263
4,0.40894736842105256
4,0.3794736842105263
4,0.38789473684210524
4,0.36526315789473685
4,0.37473684210526315
4,0.3878947368421053
5,0.4800000000000001
5,0.49315789473684213
5,0.4626315789473684
5,0.4489473684210526
5,0.441578947368421
5,0.45999999999999996
5,0.4610526315789474
5,0.49000000000000005
5,0.4842105263157895
5,0.47210526315789486
5,0.4868421052631578
5,0.4726315789473684
5,0.4652631578947369
5,0.4584210526315789
5,0.47368421052631576
5,0.48473684210526313
5,0.46526315789473677
5,0.4826315789473684
5,0.47631578947368425
5,0.48578947368421055
5,0.47052631578947357
5,0.4789473684210527
5,0.47526315789473683
5,0.4715789473684211
5,0.47526315789473683
5,0.47526315789473683
5,0.4836842105263157
5,0.48263157894736847
5,0.45368421052631575
5,0.49526315789473685
5,0.4789473684210527
5,0.46947368421052627
5,0.48157894736842105
5,0.4842105263157895
5,0.48052631578947363
5,0.47631578947368425
5,0.46578947368421053
5,0.4836842105263157
5,0.4810526315789474
5,0.48736842105263156
5,0.4826315789473684
5,0.4831578947368421
5,0.4636842105263158
5,0.46789473684210525
5,0.49421052631578954
5,0.48473684210526313
5,0.4594736842105263
5,0.4752631578947367
5,0.4642105263157895
5,0.48578947368421044
6,0.5810526315789475
6,0.5605263157894737
6,0.5405263157894736
6,0.5742105263157894
6,0.5705263157894737
6,0.5473684210526315
6,0.5615789473684212
6,0.5594736842105263
6,0.5852631578947369
6,0.5710526315789474
6,0.5736842105263158
6,0.571578947368421
6,0.5673684210526316
6,0.5773684210526315
6,0.5589473684210525
6,0.5431578947368421
6,0.5473684210526316
6,0.5442105263157895
6,0.5615789473684212
6,0.5757894736842106
6,0.5678947368421052
6,0.5815789473684211
6,0.5521052631578948
6,0.5715789473684212
6,0.5947368421052632
6,0.5489473684210526
6,0.5731578947368421
6,0.5721052631578948
6,0.5510526315789473
6,0.5710526315789474
6,0.5342105263157895
6,0.5505263157894735
6,0.5673684210526315
6,0.5757894736842104
6,0.578421052631579
6,0.5610526315789474
6,0.5421052631578946
6,0.588421052631579
6,0.5857894736842105
6,0.5515789473684212
6,0.5736842105263158
6,0.5326315789473683
6,0.5336842105263158
6,0.531578947368421
6,0.5615789473684211
6,0.5710526315789475
6,0.548421052631579
6,0.5642105263157895
6,0.5315789473684212
6,0.5810526315789473
6,0.5789473684210527
6,0.5721052631578947
6,0.5594736842105262
6,0.5610526315789474
6,0.5247368421052632
6,0.5578947368421053
6,0.5626315789473683
6,0.5563157894736841
6,0.5815789473684211
6,0.5689473684210526
6,0.5447368421052632
6,0.5447368421052631
6,0.5731578947368421
6,0.5521052631578948
6,0.5589473684210526
6,0.5473684210526315
6,0.5552631578947369
6,0.5694736842105264
6,0.5626315789473685
6,0.5673684210526316
6,0.5863157894736842
6,0.5826315789473685
6,0.5568421052631579
6,0.5463157894736843
6,0.5942105263157896
6,0.5436842105263159
6,0.5752631578947367
6,0.573157894736842
6,0.5615789473684212
6,0.5689473684210528
6,0.5431578947368421
6,0.5352631578947367
6,0.5657894736842105
6,0.573157894736842
6,0.5926315789473684
6,0.5705263157894735
6,0.5605263157894737
6,0.5742105263157895
6,0.5726315789473684
6,0.5631578947368422
6,0.5678947368421052
6,0.5310526315789474
6,0.5478947368421052
6,0.5557894736842106
6,0.5447368421052632
6,0.5773684210526315
6,0.5442105263157895
6,0.5605263157894738
6,0.5663157894736842
6,0.5484210526315788
7,0.6747368421052632
7,0.6452631578947368
7,0.6473684210526316
7,0.6305263157894737
7,0.6536842105263159
7,0.6794736842105263
7,0.6331578947368423
7,0.6626315789473685
7,0.6647368421052631
7,0.6768421052631579
7,0.6557894736842107
7,0.6305263157894736
7,0.6594736842105262
7,0.6626315789473685
7,0.63
7,0.6336842105263157
7,0.6094736842105263
7,0.661578947368421
7,0.6705263157894737
7,0.6599999999999999
7,0.6742105263157895
7,0.671578947368421
7,0.6610526315789473
7,0.6473684210526317
