memory_length,Recycle_Rate
1,0.7105263157894737
1,0.7115789473684211
1,0.7257894736842104
1,0.7147368421052631
1,0.721578947368421
1,0.7494736842105262
1,0.7068421052631579
1,0.7326315789473684
1,0.7078947368421054
1,0.734736842105263
1,0.721578947368421
1,0.6952631578947368
1,0.7531578947368421
1,0.726315789473684
1,0.7047368421052631
1,0.7226315789473684
1,0.7242105263157896
1,0.7089473684210527
1,0.7178947368421054
1,0.7221052631578948
1,0.7136842105263158
1,0.7363157894736841
1,0.7178947368421053
1,0.7205263157894737
1,0.7094736842105264
1,0.7136842105263157
1,0.7321052631578947
1,0.7426315789473683
1,0.7373684210526317
1,0.7410526315789474
1,0.7315789473684211
1,0.7215789473684211
1,0.7042105263157895
1,0.7294736842105264
1,0.73
1,0.7115789473684211
1,0.7315789473684211
1,0.7084210526315788
1,0.7321052631578947
1,0.7147368421052631
1,0.7342105263157894
1,0.7147368421052632
1,0.713157894736842
1,0.7310526315789473
1,0.7231578947368422
1,0.7336842105263158
1,0.7226315789473684
1,0.716842105263158
1,0.733157894736842
1,0.7163157894736841
1,0.7084210526315788
1,0.7247368421052631
1,0.7194736842105263
1,0.7105263157894737
1,0.6936842105263158
1,0.7536842105263158
1,0.7236842105263158
1,0.7078947368421052
1,0.7178947368421053
1,0.721578947368421
1,0.745263157894737
1,0.7247368421052632
1,0.7105263157894737
1,0.7347368421052632
1,0.6884210526315789
1,0.6984210526315788
1,0.726842105263158
1,0.7373684210526316
1,0.7063157894736841
1,0.7194736842105264
1,0.73
1,0.7326315789473685
1,0.7226315789473683
1,0.7252631578947367
1,0.7242105263157894
1,0.7152631578947368
1,0.7294736842105264
1,0.7205263157894737
1,0.7331578947368422
1,0.7231578947368421
1,0.72
1,0.7299999999999999
1,0.7300000000000001
1,0.7236842105263159
1,0.7147368421052632
1,0.7273684210526314
1,0.7094736842105264
1,0.718421052631579
1,0.7063157894736842
1,0.7242105263157895
1,0.7163157894736842
1,0.7173684210526317
1,0.7289473684210527
1,0.7342105263157894
1,0.7247368421052631
1,0.7384210526315789
1,0.7115789473684211
1,0.7189473684210526
1,0.7447368421052631
1,0.7489473684210527
2,0.7289473684210526
2,0.7415789473684211
2,0.7310526315789473
2,0.743157894736842
2,0.7326315789473684
2,0.7757894736842104
2,0.74
2,0.7463157894736844
2,0.7047368421052631
2,0.7484210526315789
2,0.7652631578947369
2,0.7294736842105263
2,0.7536842105263158
2,0.7236842105263158
2,0.7394736842105264
2,0.7689473684210525
2,0.7326315789473685
2,0.7515789473684211
2,0.728421052631579
2,0.7194736842105263
2,0.7273684210526316
2,0.7505263157894737
2,0.745263157894737
2,0.751578947368421
2,0.7557894736842106
2,0.758421052631579
2,0.7431578947368422
2,0.7410526315789473
2,0.7494736842105263
2,0.7226315789473684
2,0.7221052631578948
2,0.7431578947368422
2,0.7710526315789473
2,0.7326315789473683
2,0.7552631578947369
2,0.7105263157894737
2,0.7573684210526316
2,0.7431578947368421
2,0.74
2,0.7405263157894737
2,0.7478947368421054
2,0.7415789473684211
2,0.76
2,0.7510526315789474
2,0.74
2,0.7678947368421053
2,0.7378947368421053
2,0.7189473684210526
2,0.7578947368421053
2,0.7552631578947369
2,0.728421052631579
2,0.7273684210526316
2,0.756842105263158
2,0.7452631578947368
2,0.7168421052631578
2,0.7652631578947368
2,0.7410526315789474
2,0.76
2,0.7378947368421054
2,0.7389473684210526
2,0.7615789473684211
2,0.7105263157894737
2,0.7442105263157894
2,0.7273684210526316
2,0.7747368421052632
2,0.7557894736842106
2,0.7294736842105263
2,0.7626315789473684
2,0.718421052631579
2,0.7121052631578948
2,0.7242105263157896
2,0.7473684210526315
2,0.731578947368421
2,0.7405263157894738
2,0.7605263157894736
2,0.7447368421052631
2,0.7678947368421052
2,0.7447368421052631
2,0.7336842105263157
2,0.7647368421052632
2,0.7252631578947368
2,0.7242105263157894
2,0.7436842105263157
2,0.7494736842105263
2,0.7494736842105263
2,0.7047368421052631
2,0.7452631578947368
2,0.7636842105263157
2,0.753684210526316
2,0.7452631578947366
2,0.7426315789473683
2,0.7257894736842105
2,0.7421052631578948
2,0.7347368421052631
2,0.7526315789473683
2,0.7426315789473684
2,0.7426315789473683
2,0.7336842105263157
2,0.7768421052631578
2,0.7742105263157896
3,0.7631578947368421
3,0.7678947368421054
3,0.7778947368421052
3,0.7942105263157895
3,0.7478947368421053
3,0.756842105263158
3,0.7721052631578946
3,0.7521052631578947
3,0.7647368421052632
3,0.7810526315789474
3,0.7836842105263158
3,0.751578947368421
3,0.7842105263157894
3,0.7810526315789473
3,0.7431578947368419
3,0.7668421052631579
3,0.7410526315789474
3,0.7947368421052631
3,0.7410526315789474
3,0.7421052631578948
3,0.7521052631578948
3,0.7694736842105263
3,0.7526315789473684
3,0.7778947368421053
3,0.8
3,0.7626315789473683
3,0.7642105263157896
3,0.7752631578947369
3,0.7763157894736843
3,0.7742105263157895
3,0.7305263157894738
3,0.7510526315789473
3,0.7905263157894737
3,0.7826315789473685
3,0.7705263157894736
3,0.7573684210526317
3,0.7626315789473683
3,0.7705263157894737
3,0.7821052631578946
3,0.7610526315789473
3,0.753157894736842
3,0.7678947368421053
3,0.7657894736842105
3,0.76
3,0.7626315789473684
3,0.7621052631578947
3,0.7589473684210526
3,0.7452631578947368
3,0.7773684210526316
3,0.8121052631578948
4,0.791578947368421
4,0.7631578947368421
4,0.7826315789473685
4,0.8189473684210526
4,0.7889473684210526
4,0.8073684210526316
4,0.7936842105263158
4,0.7794736842105264
4,0.7978947368421052
4,0.8400000000000001
4,0.8257894736842104
4,0.7836842105263158
4,0.8036842105263158
4,0.7821052631578949
4,0.773157894736842
4,0.7773684210526316
4,0.74
4,0.8073684210526315
4,0.7705263157894736
4,0.7531578947368421
4,0.7736842105263158
4,0.7836842105263158
4,0.7805263157894735
4,0.8094736842105263
4,0.8363157894736842
4,0.7878947368421051
4,0.7852631578947369
4,0.7926315789473685
4,0.7815789473684212
4,0.7763157894736843
4,0.7310526315789473
4,0.7605263157894736
4,0.8194736842105262
4,0.7921052631578946
4,0.8
4,0.7747368421052632
4,0.7968421052631578
4,0.7994736842105263
