alpha,Recycle_Rate
0.01,0.5668421052631579
0.01,0.5610526315789474
0.01,0.5526315789473684
0.01,0.6168421052631579
0.01,0.6352631578947369
0.01,0.5689473684210526
0.01,0.6463157894736842
0.01,0.6363157894736842
0.01,0.6131578947368421
0.01,0.5747368421052632
0.01,0.6173684210526316
0.01,0.6094736842105264
0.01,0.631578947368421
0.01,0.5347368421052631
0.01,0.5631578947368421
0.01,0.5426315789473684
0.01,0.5742105263157895
0.01,0.6210526315789474
0.01,0.581578947368421
0.01,0.5636842105263159
0.01,0.6463157894736842
0.01,0.601578947368421
0.01,0.6284210526315789
0.01,0.6015789473684211
0.01,0.6552631578947368
0.01,0.5957894736842105
0.01,0.6126315789473684
0.01,0.6047368421052631
0.01,0.6321052631578946
0.01,0.6136842105263158
0.01,0.5394736842105263
0.01,0.5152631578947368
0.01,0.6142105263157894
0.01,0.6163157894736842
0.01,0.6210526315789473
0.01,0.5799999999999998
0.01,0.5773684210526315
0.01,0.6063157894736841
0.01,0.6521052631578947
0.01,0.6610526315789474
0.01,0.5831578947368421
0.01,0.5710526315789474
0.01,0.5636842105263157
0.01,0.6199999999999999
0.01,0.581578947368421
0.01,0.5989473684210527
0.01,0.5336842105263158
0.01,0.6294736842105263
0.01,0.551578947368421
0.01,0.6794736842105265
0.04413793103448276,0.6068421052631578
0.04413793103448276,0.6110526315789475
0.04413793103448276,0.6231578947368421
0.04413793103448276,0.6536842105263158
0.04413793103448276,0.6542105263157894
0.04413793103448276,0.6005263157894737
0.04413793103448276,0.68
0.04413793103448276,0.66
0.04413793103448276,0.6605263157894739
0.04413793103448276,0.5936842105263158
0.04413793103448276,0.6657894736842105
0.04413793103448276,0.6394736842105264
0.04413793103448276,0.6610526315789473
0.04413793103448276,0.5826315789473683
0.04413793103448276,0.6031578947368421
0.04413793103448276,0.5636842105263158
0.04413793103448276,0.6242105263157895
0.04413793103448276,0.651578947368421
0.04413793103448276,0.6105263157894737
0.04413793103448276,0.5863157894736842
0.04413793103448276,0.6773684210526316
0.04413793103448276,0.6452631578947368
0.04413793103448276,0.6621052631578948
0.04413793103448276,0.6363157894736842
0.04413793103448276,0.6973684210526315
0.04413793103448276,0.6394736842105263
0.04413793103448276,0.6557894736842106
0.04413793103448276,0.6178947368421053
0.04413793103448276,0.671578947368421
0.04413793103448276,0.6673684210526315
0.04413793103448276,0.5768421052631578
0.04413793103448276,0.5542105263157895
0.04413793103448276,0.668421052631579
0.04413793103448276,0.65
0.04413793103448276,0.6478947368421053
0.04413793103448276,0.611578947368421
0.04413793103448276,0.6257894736842106
0.04413793103448276,0.6552631578947368
0.04413793103448276,0.6942105263157895
0.04413793103448276,0.7010526315789474
0.04413793103448276,0.6310526315789474
0.04413793103448276,0.6357894736842106
0.04413793103448276,0.5921052631578947
0.04413793103448276,0.6484210526315789
0.04413793103448276,0.6036842105263158
0.04413793103448276,0.6247368421052633
0.04413793103448276,0.5652631578947368
0.04413793103448276,0.6584210526315789
0.04413793103448276,0.5999999999999999
0.04413793103448276,0.7010526315789473
0.07827586206896552,0.6484210526315789
0.07827586206896552,0.6194736842105263
0.07827586206896552,0.6242105263157895
0.07827586206896552,0.6921052631578948
0.07827586206896552,0.7273684210526318
0.07827586206896552,0.6526315789473685
0.07827586206896552,0.7084210526315788
0.07827586206896552,0.6921052631578947
0.07827586206896552,0.7078947368421054
0.07827586206896552,0.6457894736842105
0.07827586206896552,0.6936842105263158
0.07827586206896552,0.6610526315789473
0.07827586206896552,0.6989473684210527
0.07827586206896552,0.6431578947368422
0.07827586206896552,0.6736842105263159
0.07827586206896552,0.6094736842105262
0.07827586206896552,0.6357894736842106
0.07827586206896552,0.6905263157894737
0.07827586206896552,0.6873684210526316
0.07827586206896552,0.631578947368421
0.07827586206896552,0.7100000000000001
0.07827586206896552,0.6831578947368421
0.07827586206896552,0.703157894736842
0.07827586206896552,0.6663157894736842
0.07827586206896552,0.7363157894736841
0.07827586206896552,0.6710526315789473
0.07827586206896552,0.6973684210526316
0.07827586206896552,0.6752631578947369
0.07827586206896552,0.7136842105263158
0.07827586206896552,0.7105263157894737
0.07827586206896552,0.6336842105263157
0.07827586206896552,0.625263157894737
0.07827586206896552,0.701578947368421
0.07827586206896552,0.6915789473684211
0.07827586206896552,0.6900000000000001
0.07827586206896552,0.6805263157894735
0.07827586206896552,0.6736842105263159
0.07827586206896552,0.6831578947368422
0.07827586206896552,0.7352631578947368
0.07827586206896552,0.7352631578947368
0.07827586206896552,0.6484210526315788
0.07827586206896552,0.6726315789473685
0.07827586206896552,0.6289473684210527
0.07827586206896552,0.6873684210526315
0.07827586206896552,0.6315789473684211
0.07827586206896552,0.6484210526315789
0.07827586206896552,0.6126315789473684
0.07827586206896552,0.7121052631578948
0.07827586206896552,0.6378947368421053
0.07827586206896552,0.7536842105263156
0.11241379310344828,0.6868421052631579
0.11241379310344828,0.6663157894736841
0.11241379310344828,0.6763157894736842
0.11241379310344828,0.7247368421052631
0.11241379310344828,0.7542105263157894
0.11241379310344828,0.6900000000000001
0.11241379310344828,0.726842105263158
0.11241379310344828,0.7252631578947367
0.11241379310344828,0.7452631578947368
0.11241379310344828,0.708421052631579
0.11241379310344828,0.7284210526315789
0.11241379310344828,0.7157894736842105
0.11241379310344828,0.7257894736842105
0.11241379310344828,0.7131578947368421
0.11241379310344828,0.7257894736842105
0.11241379310344828,0.6610526315789473
0.11241379310344828,0.6694736842105262
0.11241379310344828,0.7478947368421054
0.11241379310344828,0.7078947368421054
0.11241379310344828,0.6689473684210527
0.11241379310344828,0.7357894736842104
0.11241379310344828,0.7131578947368421
0.11241379310344828,0.7389473684210527
0.11241379310344828,0.72
0.11241379310344828,0.7831578947368422
0.11241379310344828,0.7089473684210527
0.11241379310344828,0.7468421052631579
0.11241379310344828,0.7121052631578949
0.11241379310344828,0.7310526315789474
0.11241379310344828,0.7252631578947369
0.11241379310344828,0.6857894736842105
0.11241379310344828,0.6694736842105263
0.11241379310344828,0.7357894736842105
0.11241379310344828,0.7505263157894738
0.11241379310344828,0.7100000000000001
0.11241379310344828,0.7284210526315789
0.11241379310344828,0.701578947368421
0.11241379310344828,0.7289473684210526
0.11241379310344828,0.754736842105263
0.11241379310344828,0.7515789473684211
0.11241379310344828,0.6852631578947368
0.11241379310344828,0.7031578947368421
0.11241379310344828,0.6563157894736842
0.11241379310344828,0.7152631578947368
0.11241379310344828,0.6715789473684213
0.11241379310344828,0.6742105263157894
0.11241379310344828,0.6663157894736842
0.11241379310344828,0.744736842105263
0.11241379310344828,0.6963157894736843
0.11241379310344828,0.7836842105263158
0.14655172413793105,0.7352631578947367
0.14655172413793105,0.72
0.14655172413793105,0.7226315789473684
0.14655172413793105,0.73
0.14655172413793105,0.7563157894736843
0.14655172413793105,0.7615789473684209
0.14655172413793105,0.7621052631578946
0.14655172413793105,0.7778947368421052
0.14655172413793105,0.7957894736842106
0.14655172413793105,0.7394736842105263
0.14655172413793105,0.7673684210526316
0.14655172413793105,0.7273684210526316
0.14655172413793105,0.7573684210526317
0.14655172413793105,0.7415789473684211
0.14655172413793105,0.7668421052631579
0.14655172413793105,0.7142105263157894
0.14655172413793105,0.7310526315789473
0.14655172413793105,0.7889473684210527
0.14655172413793105,0.744736842105263
0.14655172413793105,0.7247368421052631
0.14655172413793105,0.7921052631578946
0.14655172413793105,0.7736842105263158
0.14655172413793105,0.7768421052631579
0.14655172413793105,0.7573684210526315
0.14655172413793105,0.8278947368421052
0.14655172413793105,0.7321052631578947
0.14655172413793105,0.78
0.14655172413793105,0.751578947368421
0.14655172413793105,0.788421052631579
0.14655172413793105,0.7621052631578945
0.14655172413793105,0.7052631578947368
0.14655172413793105,0.7115789473684211
0.14655172413793105,0.7699999999999999
0.14655172413793105,0.763157894736842
0.14655172413793105,0.7668421052631579
0.14655172413793105,0.7726315789473684
0.14655172413793105,0.7410526315789473
0.14655172413793105,0.7657894736842105
0.14655172413793105,0.7763157894736843
0.14655172413793105,0.7826315789473683
0.14655172413793105,0.7405263157894738
0.14655172413793105,0.7478947368421052
0.14655172413793105,0.6978947368421051
0.14655172413793105,0.76
0.14655172413793105,0.7299999999999999
0.14655172413793105,0.7236842105263157
0.14655172413793105,0.7105263157894737
0.14655172413793105,0.7821052631578946
0.14655172413793105,0.7300000000000001
0.14655172413793105,0.7910526315789473
0.1806896551724138,0.766842105263158
0.1806896551724138,0.736842105263158
0.1806896551724138,0.75
0.1806896551724138,0.773157894736842
0.1806896551724138,0.7926315789473685
0.1806896551724138,0.7905263157894737
0.1806896551724138,0.7857894736842106
0.1806896551724138,0.805263157894737
0.1806896551724138,0.7926315789473685
0.1806896551724138,0.77
0.1806896551724138,0.7742105263157896
0.1806896551724138,0.7736842105263158
0.1806896551724138,0.783157894736842
0.1806896551724138,0.7778947368421053
0.1806896551724138,0.7899999999999999
0.1806896551724138,0.7326315789473684
0.1806896551724138,0.7694736842105263
0.1806896551724138,0.8115789473684212
0.1806896551724138,0.758421052631579
0.1806896551724138,0.7705263157894737
0.1806896551724138,0.806842105263158
0.1806896551724138,0.8173684210526316
0.1806896551724138,0.8052631578947368
0.1806896551724138,0.7715789473684211
0.1806896551724138,0.8305263157894736
0.1806896551724138,0.7621052631578947
0.1806896551724138,0.8168421052631578
0.1806896551724138,0.7831578947368422
0.1806896551724138,0.7973684210526315
0.1806896551724138,0.7842105263157894
0.1806896551724138,0.7278947368421053
0.1806896551724138,0.7431578947368421
0.1806896551724138,0.7978947368421052
0.1806896551724138,0.7673684210526315
0.1806896551724138,0.8021052631578949
0.1806896551724138,0.7910526315789475
0.1806896551724138,0.7936842105263159
0.1806896551724138,0.778421052631579
0.1806896551724138,0.8089473684210526
0.1806896551724138,0.8047368421052632
0.1806896551724138,0.7826315789473685
0.1806896551724138,0.7921052631578948
0.1806896551724138,0.7410526315789474
0.1806896551724138,0.7936842105263158
0.1806896551724138,0.7805263157894737
0.1806896551724138,0.7552631578947369
0.1806896551724138,0.7784210526315789
