delta,Recycle_Rate
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.01,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9989473684210527
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,0.9994736842105263
0.04413793103448276,1.0
0.04413793103448276,1.0
0.04413793103448276,1.0
0.07827586206896552,0.9978947368421054
0.07827586206896552,0.9978947368421054
0.07827586206896552,1.0
0.07827586206896552,0.99
0.07827586206896552,1.0
0.07827586206896552,0.9942105263157895
0.07827586206896552,0.9989473684210527
0.07827586206896552,0.9963157894736842
0.07827586206896552,0.9952631578947368
0.07827586206896552,0.9947368421052631
0.07827586206896552,0.9784210526315791
0.07827586206896552,0.9926315789473685
0.07827586206896552,0.9963157894736842
0.07827586206896552,0.9952631578947368
0.07827586206896552,0.9963157894736844
0.07827586206896552,1.0
0.07827586206896552,1.0
0.07827586206896552,0.9942105263157895
0.07827586206896552,0.9989473684210527
0.07827586206896552,1.0
0.07827586206896552,1.0
0.07827586206896552,1.0
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9968421052631579
0.07827586206896552,0.9968421052631579
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9994736842105263
0.07827586206896552,1.0
0.07827586206896552,1.0
0.07827586206896552,0.9989473684210527
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9847368421052632
0.07827586206896552,0.998421052631579
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9894736842105264
0.07827586206896552,0.9978947368421054
0.07827586206896552,0.9994736842105263
0.07827586206896552,0.9989473684210527
0.07827586206896552,0.9968421052631579
0.07827586206896552,0.9973684210526315
0.07827586206896552,0.99
0.07827586206896552,0.9931578947368422
0.07827586206896552,0.9947368421052631
0.07827586206896552,0.9989473684210527
0.07827586206896552,0.9963157894736842
0.07827586206896552,0.9968421052631579
0.07827586206896552,0.9973684210526317
0.07827586206896552,0.9947368421052631
0.07827586206896552,0.9989473684210527
0.11241379310344828,0.983157894736842
0.11241379310344828,0.9894736842105264
0.11241379310344828,0.9863157894736844
0.11241379310344828,0.9857894736842105
0.11241379310344828,0.9947368421052631
0.11241379310344828,0.9773684210526318
0.11241379310344828,0.9947368421052631
0.11241379310344828,0.9821052631578949
0.11241379310344828,0.9689473684210528
0.11241379310344828,0.9784210526315791
0.11241379310344828,0.9742105263157897
0.11241379310344828,0.9810526315789476
0.11241379310344828,0.9842105263157895
0.11241379310344828,0.9794736842105264
0.11241379310344828,0.9694736842105266
0.11241379310344828,0.9926315789473683
0.11241379310344828,0.9963157894736842
0.11241379310344828,0.9778947368421054
0.11241379310344828,0.9926315789473683
0.11241379310344828,0.9989473684210527
0.11241379310344828,0.9921052631578947
0.11241379310344828,0.9931578947368422
0.11241379310344828,0.9926315789473683
0.11241379310344828,0.9889473684210527
0.11241379310344828,0.9821052631578947
0.11241379310344828,0.99
0.11241379310344828,0.9936842105263158
0.11241379310344828,0.9910526315789474
0.11241379310344828,0.9957894736842106
0.11241379310344828,0.9910526315789474
0.11241379310344828,0.9947368421052631
0.11241379310344828,0.9931578947368422
0.11241379310344828,0.9778947368421054
0.11241379310344828,0.9863157894736843
0.11241379310344828,0.9947368421052631
0.11241379310344828,0.9800000000000002
0.11241379310344828,0.9747368421052632
0.11241379310344828,0.9947368421052631
0.11241379310344828,0.9826315789473685
0.11241379310344828,0.9884210526315789
0.11241379310344828,0.9836842105263159
0.11241379310344828,0.9668421052631582
0.11241379310344828,0.9805263157894737
0.11241379310344828,0.9826315789473685
0.11241379310344828,0.9936842105263158
0.11241379310344828,0.9857894736842105
0.11241379310344828,0.9857894736842105
0.11241379310344828,0.9889473684210526
0.11241379310344828,0.9684210526315791
0.11241379310344828,0.9894736842105264
0.14655172413793105,0.9615789473684213
0.14655172413793105,0.9742105263157897
0.14655172413793105,0.9489473684210523
0.14655172413793105,0.9642105263157899
0.14655172413793105,0.9815789473684212
0.14655172413793105,0.9631578947368423
0.14655172413793105,0.9836842105263159
0.14655172413793105,0.9773684210526318
0.14655172413793105,0.9673684210526318
0.14655172413793105,0.9726315789473686
0.14655172413793105,0.9684210526315791
0.14655172413793105,0.9794736842105266
